N,종목명,현재가,전일비,등락률,액면가,시가총액,상장주식수,외국인비율,거래량,PER,ROE,토론실
414.0,TIGER 일본니케이225,16925.0,45.0,+0.27%,0.0,3649.0,21560.0,0.0,9836.0,,,
415.0,TIGER 미국S&P500선물(H),47590.0,140.0,-0.29%,0.0,3593.0,7550.0,0.27,128265.0,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
416.0,일성신약,26950.0,0.0,0.00%,1000.0,3584.0,13300.0,1.16,46166.0,3.41,26.59,
417.0,휴스틸,6350.0,130.0,-2.01%,1000.0,3568.0,56188.0,6.95,1248921.0,1.22,29.59,
418.0,현대퓨처넷,3235.0,60.0,-1.82%,500.0,3565.0,110203.0,6.23,242384.0,-67.4,-0.71,
419.0,유나이티드제약,21450.0,50.0,+0.23%,500.0,3485.0,16245.0,6.84,32167.0,7.7,14.18,
420.0,한일홀딩스,11250.0,20.0,+0.18%,1000.0,3469.0,30833.0,2.82,5296.0,3.87,6.4,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
421.0,에스엠벡셀,3115.0,40.0,-1.27%,500.0,3465.0,111252.0,1.86,1583996.0,33.49,18.57,
422.0,포스코스틸리온,57500.0,3900.0,-6.35%,5000.0,3450.0,6000.0,1.78,366788.0,15.19,6.84,
423.0,스카이라이프,7200.0,120.0,-1.64%,2500.0,3443.0,47822.0,9.73,74375.0,15.38,2.77,
424.0,신대양제지,8530.0,10.0,+0.12%,5000.0,3437.0,40298.0,8.56,30723.0,0.72,8.99,
425.0,신도리코,34100.0,500.0,-1.45%,5000.0,3437.0,10080.0,9.05,4211.0,7.64,4.73,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
426.0,한국토지신탁,1359.0,22.0,-1.59%,1000.0,3431.0,252489.0,8.76,534052.0,14.31,2.36,
427.0,SK렌터카,7250.0,150.0,-2.03%,500.0,3428.0,47286.0,0.51,30716.0,16.51,4.15,
428.0,수산인더스트리,23950.0,750.0,-3.04%,200.0,3421.0,14286.0,2.29,89387.0,6.81,11.47,
429.0,효성화학,107000.0,3500.0,-3.17%,5000.0,3413.0,3190.0,4.86,20967.0,-0.83,-135.41,
430.0,HL홀딩스,32550.0,150.0,+0.46%,5000.0,3409.0,10472.0,6.52,15314.0,109.97,0.31,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
431.0,퍼시스,29600.0,0.0,0.00%,1000.0,3404.0,11500.0,18.84,377.0,57.93,,
432.0,잇츠한불,15490.0,480.0,-3.01%,500.0,3397.0,21929.0,0.77,30802.0,-49.81,-1.83,
433.0,영풍제지,17000.0,370.0,-2.13%,500.0,3397.0,19981.0,1.04,246985.0,111.11,5.91,
434.0,이연제약,18830.0,130.0,-0.69%,500.0,3389.0,17999.0,0.93,41132.0,46.84,3.02,
435.0,한일현대시멘트,17520.0,190.0,-1.07%,5000.0,3386.0,19328.0,0.4,13529.0,8.89,10.38,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
436.0,코리아써키트,14300.0,400.0,-2.72%,500.0,3378.0,23621.0,1.57,148277.0,5.7,15.53,
437.0,KISCO홀딩스,20800.0,300.0,-1.42%,1000.0,3365.0,16176.0,6.99,14874.0,4.35,7.99,
438.0,조광피혁,50300.0,1000.0,+2.03%,5000.0,3345.0,6649.0,0.34,1292.0,55.15,1.61,
439.0,KEC,2310.0,5.0,+0.22%,500.0,3344.0,144763.0,2.76,1221196.0,15.3,7.67,
440.0,서흥,28850.0,450.0,-1.54%,500.0,3338.0,11569.0,9.66,8308.0,9.82,8.4,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
441.0,아이마켓코리아,9980.0,30.0,-0.30%,500.0,3336.0,33429.0,8.29,38554.0,15.01,6.16,
442.0,남양유업,462500.0,21000.0,-4.34%,5000.0,3330.0,720.0,7.69,2990.0,-5.23,-10.12,
443.0,대한제강,13510.0,0.0,0.00%,1000.0,3330.0,24647.0,8.21,30221.0,2.65,18.5,
444.0,E1,48450.0,250.0,-0.51%,5000.0,3324.0,6860.0,3.93,12441.0,2.34,10.31,
445.0,대신증권우,12780.0,10.0,-0.08%,5000.0,3323.0,26000.0,10.63,23082.0,9.57,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
446.0,교보증권,5130.0,30.0,-0.58%,5000.0,3317.0,64653.0,2.29,32734.0,7.66,2.93,
447.0,SNT다이내믹스,9950.0,480.0,+5.07%,2500.0,3309.0,33253.0,3.25,1486941.0,14.38,3.51,
448.0,TIGER 글로벌자율주행&전기차SOLACTIVE,9660.0,85.0,-0.87%,0.0,3304.0,34200.0,0.33,52140.0,,,
449.0,일양약품,17280.0,100.0,-0.58%,2500.0,3298.0,19086.0,7.68,22517.0,17.54,8.39,
450.0,YG PLUS,5190.0,0.0,0.00%,500.0,3292.0,63429.0,1.55,338829.0,28.21,8.39,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
451.0,흥아해운,1367.0,31.0,-2.22%,500.0,3287.0,240425.0,0.85,207601.0,14.54,19.41,
452.0,KOSEF 200,33445.0,215.0,-0.64%,0.0,3278.0,9800.0,0.0,672.0,,,
453.0,SK증권,690.0,10.0,-1.43%,500.0,3261.0,472590.0,6.94,1871112.0,34.5,1.52,
454.0,한화3우B,14510.0,140.0,+0.97%,5000.0,3261.0,22472.0,13.53,107406.0,1.08,,
455.0,CJ4우(전환),77100.0,6200.0,-7.44%,5000.0,3259.0,4227.0,3.78,41842.0,13.61,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
456.0,에이프로젠,1275.0,86.0,-6.32%,500.0,3234.0,253669.0,15.9,2280813.0,-1.99,-90.82,
457.0,농심홀딩스,69700.0,500.0,-0.71%,5000.0,3233.0,4638.0,1.51,2474.0,9.48,3.23,
458.0,LG헬로비전,4165.0,30.0,-0.72%,2500.0,3226.0,77447.0,6.37,135619.0,-12.4,-4.07,
459.0,지역난방공사,27800.0,300.0,-1.07%,5000.0,3219.0,11579.0,0.47,3095.0,-1.75,-10.55,
460.0,대원제약,14550.0,40.0,-0.27%,500.0,3196.0,21965.0,14.92,48193.0,9.95,13.59,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
461.0,HJ중공업,3810.0,95.0,-2.43%,5000.0,3173.0,83274.0,18.77,38841.0,-6.33,-12.28,
462.0,삼진제약,22800.0,450.0,-1.94%,1000.0,3169.0,13900.0,4.2,38205.0,14.48,,
463.0,KODEX 반도체,27525.0,655.0,-2.32%,0.0,3165.0,11500.0,0.07,250716.0,,,
464.0,방림,7450.0,110.0,-1.46%,500.0,3152.0,42314.0,3.26,290742.0,112.88,2.78,
465.0,이리츠코크렙,4950.0,10.0,-0.20%,500.0,3135.0,63342.0,1.15,57272.0,33.67,3.8,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
466.0,아세아제지,34650.0,100.0,-0.29%,5000.0,3103.0,8957.0,5.17,23541.0,3.29,12.43,
467.0,엘브이엠씨홀딩스,1802.0,11.0,+0.61%,0.0,3092.0,171588.0,13.62,1222491.0,-19.8,-4.45,
468.0,일신방직,13250.0,70.0,-0.53%,500.0,3085.0,23280.0,7.71,373556.0,2.78,13.8,
469.0,신성통상,2130.0,35.0,+1.67%,500.0,3061.0,143708.0,1.28,211109.0,3.5,25.2,
470.0,알루코,3400.0,10.0,+0.29%,500.0,3059.0,89969.0,1.48,23246032.0,21.94,5.99,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
471.0,LX하우시스,34100.0,550.0,-1.59%,5000.0,3058.0,8968.0,14.15,16187.0,-2.91,-14.25,
472.0,아세아,141200.0,300.0,-0.21%,5000.0,3056.0,2165.0,4.42,1697.0,3.68,8.89,
473.0,한진,20350.0,550.0,-2.63%,5000.0,3042.0,14948.0,6.93,17455.0,6.39,3.64,
474.0,환인제약,16350.0,50.0,-0.30%,500.0,3041.0,18600.0,14.3,9462.0,12.71,7.36,
475.0,락앤락,6000.0,10.0,-0.17%,500.0,3012.0,50200.0,76.73,63583.0,-19.87,-2.38,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
476.0,미래에셋 레버리지 원유선물혼합 ETN(H),7340.0,15.0,-0.20%,0.0,3009.0,41000.0,0.0,15789.0,,,
477.0,TRUE KIS CD금리투자 ETN,50115.0,0.0,0.00%,0.0,3007.0,6000.0,0.0,0.0,,,
478.0,STX엔진,13060.0,410.0,-3.04%,2500.0,3005.0,23009.0,0.0,51863.0,-13.53,-9.81,
479.0,남선알미늄,2320.0,45.0,-1.90%,500.0,2995.0,129079.0,6.44,1234506.0,9.75,10.3,
480.0,한국쉘석유,230000.0,1000.0,-0.43%,5000.0,2990.0,1300.0,62.34,661.0,11.19,24.02,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
481.0,모토닉,9050.0,90.0,-0.98%,500.0,2986.0,33000.0,11.49,26525.0,13.9,5.06,
482.0,DL건설,13510.0,340.0,-2.45%,5000.0,2979.0,22053.0,1.98,14048.0,5.68,5.67,
483.0,한국철강,7010.0,70.0,-0.99%,1000.0,2976.0,42450.0,10.09,36169.0,3.8,10.55,
484.0,광동제약,5650.0,120.0,-2.08%,1000.0,2962.0,52421.0,18.43,101139.0,12.26,4.76,
485.0,경방,10750.0,70.0,-0.65%,500.0,2947.0,27415.0,1.12,19608.0,66.77,0.59,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
486.0,그린케미칼,12250.0,250.0,+2.08%,500.0,2940.0,24000.0,0.88,4515297.0,102.08,2.34,
487.0,일진다이아,20500.0,400.0,+1.99%,1000.0,2912.0,14203.0,1.6,50459.0,-43.43,-1.65,
488.0,대한제당,3245.0,85.0,-2.55%,500.0,2911.0,89697.0,2.59,4778253.0,12.2,4.87,
489.0,KODEX 은행,6290.0,70.0,-1.10%,0.0,2884.0,45850.0,0.0,800522.0,,,
490.0,경동인베스트,120800.0,5200.0,-4.13%,5000.0,2857.0,2365.0,8.07,53184.0,20.1,3.23,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
491.0,KBSTAR Fn수소경제테마,10390.0,40.0,-0.38%,0.0,2852.0,27450.0,0.01,47742.0,,,
492.0,BYC,456500.0,6500.0,-1.40%,5000.0,2851.0,625.0,1.58,74.0,10.87,7.08,
493.0,삼양패키징,18020.0,200.0,-1.10%,5000.0,2845.0,15789.0,5.27,6465.0,23.19,,
494.0,현대차증권,8970.0,40.0,-0.44%,5000.0,2845.0,31713.0,2.88,18345.0,3.99,7.3,
495.0,한전산업,8720.0,250.0,-2.79%,500.0,2843.0,32600.0,1.25,200526.0,17.47,17.93,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
496.0,삼익THK,13430.0,490.0,-3.52%,500.0,2820.0,21000.0,34.16,83397.0,16.94,,
497.0,대한방직,53000.0,300.0,+0.57%,1000.0,2809.0,5300.0,0.58,555.0,-53.7,-3.81,
498.0,도화엔지니어링,8260.0,280.0,-3.28%,500.0,2785.0,33720.0,1.75,135700.0,168.57,0.62,
499.0,대상홀딩스,7640.0,80.0,-1.04%,1000.0,2767.0,36213.0,4.75,40795.0,8.8,4.47,
500.0,한국콜마홀딩스,14830.0,400.0,-2.63%,500.0,2755.0,18577.0,14.7,26181.0,-47.99,-0.98,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
